index,carat,cut,color,clarity,depth,table,x,y,z,price
51204,0.7,Good,H,VS2,64.2,58.0,5.61,5.58,3.59,Very Low
51205,0.7,Good,H,VS2,63.9,59.0,5.64,5.6,3.59,Very Low
51206,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,Very Low
51207,0.73,Premium,G,SI1,62.8,59.0,5.76,5.68,3.59,Very Low
51208,0.73,Premium,F,SI2,60.5,57.0,5.84,5.8,3.52,Very Low
51209,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,Very Low
51210,0.74,Very Good,I,SI1,63.8,58.0,5.72,5.76,3.66,Very Low
51211,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,Very Low
51212,0.71,Premium,H,VS2,62.2,59.0,5.68,5.64,3.52,Very Low
51213,0.71,Premium,F,SI1,62.2,58.0,5.74,5.67,3.55,Very Low
51214,0.7,Ideal,G,SI1,61.9,57.0,5.69,5.65,3.51,Very Low
51215,0.7,Premium,G,SI1,60.3,61.0,5.75,5.72,3.46,Very Low
51216,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,Very Low
51217,0.7,Premium,G,SI1,62.8,58.0,5.66,5.62,3.54,Very Low
51218,0.71,Ideal,G,SI1,62.9,57.0,5.67,5.62,3.55,Very Low
51219,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,Very Low
51220,0.5,Ideal,H,IF,61.8,56.0,5.1,5.13,3.16,Very Low
51221,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,Very Low
51222,0.71,Good,F,SI1,63.9,57.0,5.61,5.57,3.57,Very Low
51223,0.71,Fair,E,SI1,64.7,59.0,5.61,5.58,3.62,Very Low
51224,0.71,Fair,D,SI1,65.1,59.0,5.59,5.56,3.63,Very Low
51225,0.7,Premium,G,SI1,62.0,61.0,5.71,5.68,3.53,Very Low
51226,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,Very Low
51227,0.7,Premium,G,SI1,59.0,62.0,5.77,5.75,3.4,Very Low
51228,0.7,Fair,D,SI1,64.9,64.0,5.57,5.5,3.59,Very Low
51229,0.7,Good,H,VS2,59.1,65.0,5.85,5.75,3.43,Very Low
51230,0.72,Premium,G,SI1,62.8,60.0,5.78,5.68,3.6,Very Low
51231,0.7,Fair,E,VS2,65.6,61.0,5.62,5.47,3.64,Very Low
51232,0.56,Ideal,E,VS1,60.0,55.0,5.43,5.4,3.25,Very Low
51233,0.7,Ideal,G,SI1,62.7,57.0,5.69,5.64,3.55,Very Low
51234,0.71,Premium,G,SI1,60.4,59.0,5.81,5.75,3.49,Very Low
51235,0.7,Very Good,G,VS2,63.2,57.0,5.61,5.66,3.56,Very Low
51236,0.72,Very Good,G,SI1,63.1,57.0,5.66,5.72,3.59,Very Low
51237,0.7,Ideal,I,VVS2,62.5,54.0,5.68,5.71,3.56,Very Low
51238,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,Very Low
51239,0.7,Ideal,I,VVS2,62.1,56.0,5.65,5.71,3.53,Very Low
51240,0.7,Good,G,VS2,63.8,59.0,5.51,5.55,3.53,Very Low
51241,0.74,Very Good,I,VS1,63.4,57.0,5.81,5.76,3.67,Very Low
51242,0.71,Very Good,H,SI1,62.1,61.0,5.63,5.71,3.52,Very Low
51243,0.7,Premium,F,SI1,61.5,57.0,5.74,5.68,3.51,Very Low
51244,0.72,Ideal,H,SI1,62.3,54.0,5.78,5.75,3.59,Very Low
51245,0.71,Good,H,SI1,57.9,62.0,5.82,5.86,3.38,Very Low
51246,0.7,Premium,F,SI1,62.5,59.0,5.67,5.65,3.54,Very Low
51247,0.7,Very Good,D,SI2,63.3,57.0,5.64,5.6,3.56,Very Low
51248,0.7,Premium,D,SI2,60.5,58.0,5.8,5.74,3.49,Very Low
51249,0.7,Good,H,VVS2,64.3,60.0,5.59,5.55,3.58,Very Low
51250,0.72,Premium,E,SI2,62.6,59.0,5.7,5.74,3.58,Very Low
51251,0.72,Ideal,E,SI2,62.4,57.0,5.73,5.77,3.59,Very Low
51252,0.7,Ideal,F,SI2,62.0,56.0,5.68,5.71,3.53,Very Low
51253,0.73,Ideal,F,SI2,62.2,60.0,5.72,5.75,3.57,Very Low
51254,0.7,Ideal,I,VS1,62.2,57.0,5.69,5.66,3.53,Very Low
51255,0.7,Premium,D,SI1,61.8,59.0,5.64,5.6,3.47,Very Low
51256,0.54,Very Good,F,VVS1,59.7,56.0,5.33,5.35,3.19,Very Low
51257,0.54,Ideal,F,VVS1,60.8,56.0,5.28,5.34,3.23,Very Low
51258,0.54,Ideal,F,VVS1,60.5,55.0,5.31,5.33,3.22,Very Low
51259,0.97,Fair,I,I1,67.3,55.0,6.08,6.02,4.07,Very Low
51260,0.63,Ideal,G,VS2,60.9,56.0,5.57,5.6,3.4,Very Low
51261,0.58,Ideal,E,VS2,61.6,55.0,5.36,5.39,3.31,Very Low
51262,0.56,Ideal,G,VVS2,62.1,56.0,5.31,5.29,3.29,Very Low
51263,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,Very Low
51264,0.97,Ideal,I,I1,61.6,53.0,6.43,6.4,3.95,Very Low
51265,0.83,Good,F,SI2,57.5,61.0,6.22,6.17,3.56,Very Low
51266,0.6,Ideal,F,VS2,61.5,56.0,5.43,5.47,3.35,Very Low
51267,0.76,Ideal,I,SI1,61.9,56.0,5.85,5.88,3.63,Very Low
51268,0.7,Fair,D,SI2,58.1,60.0,5.79,5.82,3.37,Very Low
51269,0.82,Fair,H,SI2,65.1,58.0,5.86,5.81,3.8,Very Low
51270,0.72,Very Good,I,VS2,61.6,59.0,5.71,5.75,3.53,Very Low
51271,0.73,Very Good,E,SI2,59.6,57.0,5.87,5.91,3.51,Very Low
51272,0.73,Very Good,H,SI1,62.7,59.0,5.74,5.77,3.61,Very Low
51273,0.52,Ideal,F,VVS2,60.8,55.0,5.21,5.25,3.19,Very Low
51274,0.55,Ideal,F,VVS1,62.1,56.0,5.25,5.28,3.27,Very Low
51275,0.72,Ideal,F,SI2,62.0,57.0,5.72,5.76,3.56,Very Low
51276,0.72,Ideal,H,SI1,61.8,54.0,5.76,5.8,3.57,Very Low
51277,0.72,Ideal,H,SI1,61.7,54.0,5.77,5.81,3.57,Very Low
51278,0.84,Fair,I,VS2,65.1,57.0,5.91,5.85,3.83,Very Low
51279,0.58,Ideal,E,VS1,60.8,57.0,5.42,5.41,3.29,Very Low
51280,0.78,Fair,G,SI1,64.6,56.0,5.86,5.79,3.76,Very Low
51281,0.7,Very Good,I,VS2,60.8,61.0,5.72,5.76,3.49,Very Low
51282,0.73,Very Good,F,SI1,63.5,56.0,5.68,5.72,3.62,Very Low
51283,0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48,Very Low
51284,0.71,Ideal,I,VS2,62.3,58.0,5.67,5.72,3.55,Very Low
51285,0.57,Ideal,F,VVS2,62.0,55.0,5.31,5.3,3.29,Very Low
51286,0.57,Ideal,F,VVS2,62.1,56.0,5.35,5.31,3.31,Very Low
51287,0.72,Premium,F,SI1,59.3,59.0,5.85,5.81,3.46,Very Low
51288,0.71,Ideal,H,SI2,62.2,55.0,5.72,5.7,3.55,Very Low
51289,0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24,Very Low
51290,0.77,Ideal,E,SI2,61.0,57.0,5.95,5.92,3.62,Very Low
51291,0.57,Ideal,F,VVS2,61.5,57.0,5.36,5.31,3.28,Very Low
51292,0.75,Premium,E,SI1,59.8,60.0,5.9,5.84,3.51,Very Low
51293,1.2,Premium,F,I1,62.9,58.0,6.86,6.79,4.29,Very Low
51294,0.72,Good,E,SI1,63.7,58.0,5.71,5.66,3.62,Very Low
51295,0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,Very Low
51296,0.54,Ideal,G,IF,61.6,57.0,5.22,5.27,3.23,Very Low
51297,0.73,Ideal,E,SI1,60.9,56.0,5.84,5.79,3.54,Very Low
51298,0.7,Premium,F,SI2,59.1,58.0,5.85,5.83,3.45,Very Low
51299,0.7,Very Good,F,VS2,61.0,59.0,5.69,5.75,3.49,Very Low
51300,0.7,Good,F,VS2,62.9,58.0,5.61,5.65,3.54,Very Low
51301,0.31,Ideal,G,VS2,62.0,57.0,4.34,4.37,2.7,Very Low
51302,0.31,Premium,E,SI1,59.3,59.0,4.42,4.48,2.64,Very Low
51303,0.31,Very Good,H,VS1,62.8,58.0,4.29,4.31,2.7,Very Low
51304,0.31,Good,E,SI1,63.5,57.0,4.28,4.32,2.73,Very Low
51305,0.31,Premium,I,VVS2,61.7,58.0,4.38,4.4,2.71,Very Low
51306,0.31,Ideal,H,VS1,61.7,57.0,4.32,4.34,2.67,Very Low
51307,0.31,Premium,G,VS2,59.8,60.0,4.4,4.43,2.64,Very Low
51308,0.31,Very Good,G,VS2,59.0,60.0,4.37,4.41,2.59,Very Low
51309,0.31,Premium,E,SI1,62.6,60.0,4.31,4.35,2.71,Very Low
51310,0.31,Good,E,SI1,63.4,55.0,4.32,4.35,2.75,Very Low
51311,0.31,Good,H,VS1,63.6,55.0,4.29,4.32,2.74,Very Low
51312,0.31,Ideal,G,VS2,59.1,57.0,4.45,4.48,2.64,Very Low
51313,0.31,Ideal,G,VS2,62.3,56.0,4.29,4.34,2.69,Very Low
51314,0.31,Premium,H,VS1,59.9,59.0,4.38,4.4,2.63,Very Low
51315,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.38,2.69,Very Low
51316,0.31,Ideal,G,VS2,62.4,55.0,4.3,4.32,2.69,Very Low
51317,0.31,Good,G,VS2,63.1,56.0,4.31,4.37,2.74,Very Low
51318,0.31,Ideal,H,VS1,61.1,57.0,4.35,4.39,2.67,Very Low
51319,0.31,Premium,G,VS2,61.5,59.0,4.33,4.35,2.67,Very Low
51320,0.31,Good,H,VS1,63.1,58.0,4.26,4.3,2.7,Very Low
51321,0.31,Ideal,E,SI1,62.7,54.0,4.35,4.36,2.73,Very Low
51322,0.31,Premium,H,VS1,61.1,59.0,4.35,4.36,2.66,Very Low
51323,0.31,Good,E,SI1,63.9,56.0,4.27,4.31,2.74,Very Low
51324,0.31,Very Good,G,VS2,62.9,56.0,4.28,4.34,2.71,Very Low
51325,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,Very Low
51326,0.31,Good,E,SI1,63.3,55.0,4.31,4.35,2.74,Very Low
51327,0.31,Ideal,H,VS1,62.6,55.0,4.34,4.38,2.73,Very Low
51328,0.31,Very Good,G,VS2,62.9,57.0,4.31,4.34,2.72,Very Low
51329,0.31,Premium,I,VVS2,62.1,58.0,4.33,4.37,2.7,Very Low
51330,0.31,Very Good,E,SI1,62.9,58.0,4.29,4.33,2.71,Very Low
51331,0.7,Very Good,F,VS2,62.3,56.0,5.66,5.71,3.54,Very Low
51332,0.7,Very Good,F,VS2,61.6,58.0,5.7,5.72,3.52,Very Low
51333,0.7,Very Good,F,VS2,62.6,57.0,5.62,5.69,3.54,Very Low
51334,0.7,Very Good,F,VS2,58.9,58.0,5.77,5.8,3.41,Very Low
51335,0.7,Very Good,F,VS2,62.4,57.0,5.63,5.69,3.53,Very Low
51336,0.71,Premium,I,VS2,62.9,60.0,5.66,5.62,3.55,Very Low
51337,0.55,Ideal,E,VVS2,61.1,57.0,5.25,5.29,3.22,Very Low
51338,0.52,Ideal,D,VVS2,62.4,56.0,5.15,5.17,3.22,Very Low
51339,0.52,Ideal,D,VVS2,62.3,56.0,5.12,5.15,3.2,Very Low
51340,0.79,Premium,H,VS2,61.1,59.0,5.96,5.93,3.63,Very Low
51341,0.71,Premium,G,SI2,62.0,55.0,5.77,5.71,3.56,Very Low
51342,0.74,Good,H,SI1,62.4,65.0,5.78,5.71,3.59,Very Low
51343,0.79,Fair,G,SI1,65.3,76.0,5.52,5.13,3.35,Very Low
51344,0.75,Very Good,E,SI2,59.0,58.0,5.95,5.99,3.52,Very Low
51345,0.71,Premium,H,VS2,60.9,58.0,5.72,5.77,3.5,Very Low
51346,0.71,Premium,H,VS2,61.3,59.0,5.74,5.77,3.53,Very Low
51347,0.96,Ideal,I,I1,62.0,56.0,6.3,6.34,3.92,Very Low
51348,0.8,Good,G,SI2,62.8,58.0,5.86,5.9,3.69,Very Low
51349,0.75,Fair,F,SI1,64.5,60.0,5.65,5.54,3.61,Very Low
51350,0.7,Ideal,I,VS1,62.7,53.4,5.66,5.74,3.57,Very Low
51351,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,Very Low
51352,0.71,Premium,F,SI2,60.6,58.0,5.77,5.72,3.48,Very Low
51353,0.71,Very Good,G,SI1,63.4,56.0,5.64,5.68,3.59,Very Low
51354,0.72,Premium,F,SI1,62.0,60.0,5.74,5.77,3.57,Very Low
51355,0.76,Premium,G,SI2,62.8,60.0,5.81,5.79,3.64,Very Low
51356,0.61,Ideal,D,VS2,61.6,56.0,5.46,5.49,3.37,Very Low
51357,0.71,Premium,H,SI1,62.9,58.0,5.66,5.62,3.55,Very Low
51358,0.7,Premium,H,VS1,60.5,58.0,5.77,5.73,3.48,Very Low
51359,1.01,Premium,G,I1,61.7,62.0,6.41,6.35,3.93,Very Low
51360,0.72,Premium,F,SI2,59.3,57.0,5.89,5.85,3.48,Very Low
51361,0.72,Fair,D,SI1,65.6,60.0,5.62,5.54,3.66,Very Low
51362,0.72,Premium,G,SI2,61.6,55.0,5.79,5.76,3.56,Very Low
51363,0.51,Very Good,E,VVS2,60.0,58.0,5.2,5.23,3.13,Very Low
51364,0.78,Ideal,F,SI2,60.6,55.0,5.99,6.0,3.63,Very Low
51365,0.78,Ideal,J,VS1,61.9,57.0,5.88,5.91,3.65,Very Low
51366,0.71,Ideal,F,SI2,62.1,54.0,5.73,5.76,3.57,Very Low
51367,0.71,Ideal,F,SI2,62.1,54.0,5.72,5.74,3.56,Very Low
51368,0.71,Ideal,F,SI2,61.2,55.0,5.77,5.79,3.54,Very Low
51369,0.73,Premium,I,VS2,59.7,59.0,5.94,5.81,3.51,Very Low
51370,0.3,Very Good,D,VVS2,60.6,58.0,4.33,4.35,2.63,Very Low
51371,0.61,Ideal,F,VS1,62.3,55.0,5.46,5.49,3.41,Very Low
51372,0.85,Ideal,J,SI1,62.3,55.0,6.1,6.06,3.79,Very Low
51373,0.74,Good,E,SI1,62.1,64.0,5.76,5.71,3.56,Very Low
51374,0.55,Premium,D,VVS2,61.2,57.0,5.3,5.26,3.23,Very Low
51375,0.7,Good,H,VS1,63.9,58.0,5.67,5.59,3.6,Very Low
51376,0.7,Very Good,I,VVS2,63.0,58.0,5.64,5.69,3.57,Very Low
51377,0.62,Very Good,H,IF,60.3,59.0,5.52,5.55,3.34,Very Low
51378,0.7,Ideal,I,VVS2,62.1,56.0,5.68,5.72,3.54,Very Low
51379,0.7,Good,D,SI2,63.7,58.0,5.6,5.64,3.58,Very Low
51380,0.7,Premium,H,VS1,62.8,60.0,5.61,5.56,3.51,Very Low
51381,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,Very Low
51382,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,Very Low
51383,0.71,Very Good,H,VS2,61.8,58.0,5.66,5.7,3.51,Very Low
51384,0.71,Very Good,G,SI1,63.4,58.0,5.65,5.68,3.59,Very Low
51385,0.71,Very Good,E,SI2,63.1,56.0,5.67,5.71,3.58,Very Low
51386,0.71,Ideal,I,VS1,62.3,59.0,5.68,5.72,3.55,Very Low
51387,0.71,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,Very Low
51388,0.71,Ideal,H,SI1,61.3,58.0,5.73,5.78,3.53,Very Low
51389,0.71,Ideal,G,SI1,60.6,56.0,5.76,5.82,3.51,Very Low
51390,0.81,Premium,E,SI2,60.1,59.0,6.09,6.03,3.65,Very Low
51391,1.16,Premium,H,I1,61.7,62.0,6.68,6.64,4.11,Very Low
51392,0.71,Fair,D,VS2,55.6,73.0,6.01,5.96,3.33,Very Low
51393,0.71,Very Good,G,VS1,63.5,56.0,5.67,5.63,3.59,Very Low
51394,0.66,Premium,F,VS1,60.8,58.0,5.67,5.64,3.44,Very Low
51395,0.71,Premium,D,SI2,62.8,57.0,5.69,5.64,3.56,Very Low
51396,0.51,Very Good,E,VVS1,59.7,59.0,5.19,5.2,3.1,Very Low
51397,0.73,Very Good,I,VS2,62.2,57.0,5.75,5.76,3.58,Very Low
51398,0.72,Very Good,I,VS1,63.5,57.0,5.66,5.68,3.6,Very Low
51399,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,Very Low
51400,0.7,Premium,F,VS2,61.1,62.0,5.69,5.64,3.46,Very Low
51401,0.74,Premium,D,SI1,59.5,60.0,5.95,5.88,3.52,Very Low
51402,0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,Very Low
51403,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,Very Low
51404,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,Very Low
51405,0.71,Very Good,F,SI1,63.7,56.0,5.63,5.67,3.6,Very Low
51406,0.54,Premium,E,VVS1,62.7,58.0,5.16,5.21,3.25,Very Low
51407,0.97,Ideal,J,I1,61.6,54.0,6.34,6.28,3.89,Very Low
51408,0.7,Good,E,SI1,58.3,64.0,5.77,5.69,3.34,Very Low
51409,0.71,Ideal,E,SI2,61.7,57.0,5.72,5.76,3.54,Very Low
51410,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,Very Low
51411,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,Very Low
51412,0.73,Premium,I,VS1,60.3,58.0,5.83,5.87,3.53,Very Low
51413,0.8,Premium,F,SI2,58.5,62.0,6.08,6.05,3.55,Very Low
51414,0.52,Ideal,E,VVS2,61.9,55.0,5.15,5.19,3.2,Very Low
51415,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,Very Low
51416,0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,Very Low
51417,0.7,Ideal,G,VS2,62.1,55.0,5.63,5.61,3.49,Very Low
51418,0.62,Ideal,F,VS1,61.2,54.0,5.55,5.52,3.39,Very Low
51419,0.72,Ideal,H,SI2,61.3,56.0,5.75,5.77,3.53,Very Low
51420,0.53,Ideal,G,IF,62.1,57.0,5.16,5.21,3.22,Very Low
51421,0.75,Very Good,F,SI1,63.5,56.0,5.75,5.71,3.64,Very Low
51422,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,Very Low
51423,0.57,Ideal,E,VVS2,62.5,54.0,5.35,5.28,3.32,Very Low
51424,0.85,Good,J,VS1,63.6,57.0,6.01,5.94,3.8,Very Low
51425,0.71,Fair,D,SI1,66.3,56.0,5.61,5.49,3.68,Very Low
51426,0.7,Very Good,F,SI1,61.5,58.0,5.65,5.7,3.49,Very Low
51427,0.7,Good,F,VS2,64.3,59.0,5.6,5.56,3.59,Very Low
51428,0.77,Good,G,SI1,63.7,54.0,5.85,5.8,3.71,Very Low
51429,0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35,Very Low
51430,0.63,Ideal,D,VS2,62.1,55.0,5.5,5.52,3.42,Very Low
51431,0.7,Ideal,D,SI2,62.6,57.0,5.63,5.68,3.54,Very Low
51432,0.7,Premium,F,SI2,62.5,60.0,5.66,5.61,3.52,Very Low
51433,0.73,Very Good,D,SI2,60.3,60.0,5.82,5.89,3.53,Very Low
51434,0.93,Very Good,F,I1,61.3,59.0,6.22,6.27,3.83,Very Low
51435,0.7,Very Good,D,SI1,62.5,63.0,5.7,5.63,3.54,Very Low
51436,0.55,Ideal,E,VVS2,61.9,56.0,5.25,5.29,3.26,Very Low
51437,0.74,Ideal,I,VS2,61.9,57.0,5.83,5.81,3.6,Very Low
51438,0.54,Ideal,E,VVS2,61.1,57.0,5.27,5.24,3.21,Very Low
51439,0.71,Very Good,E,SI2,61.9,63.0,5.74,5.69,3.54,Very Low
51440,0.81,Ideal,H,SI2,61.4,57.0,6.0,5.96,3.67,Very Low
51441,0.74,Ideal,H,SI1,62.1,56.0,5.86,5.84,3.63,Very Low
51442,0.7,Ideal,H,SI1,61.7,57.0,5.7,5.68,3.51,Very Low
51443,0.7,Premium,H,VS1,61.8,62.0,5.69,5.63,3.5,Very Low
51444,0.7,Premium,G,SI1,58.6,62.0,5.83,5.8,3.41,Very Low
51445,0.77,Premium,I,VS2,60.3,58.0,5.96,5.94,3.59,Very Low
51446,1.07,Fair,G,I1,64.8,56.0,6.53,6.43,4.2,Very Low
51447,0.7,Ideal,G,VS2,62.9,56.0,5.7,5.65,3.57,Very Low
51448,0.7,Ideal,E,SI2,60.5,56.0,5.8,5.77,3.5,Very Low
51449,0.5,Ideal,D,VVS2,60.7,57.0,5.2,5.15,3.14,Very Low
51450,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27,Very Low
51451,0.55,Premium,F,VS2,62.7,58.0,5.28,5.25,3.3,Very Low
51452,0.6,Premium,H,VS1,60.8,59.0,5.49,5.43,3.32,Very Low
51453,0.9,Fair,H,SI2,66.0,63.0,5.89,5.79,3.86,Very Low
51454,0.75,Fair,D,SI1,65.1,57.0,5.64,5.6,3.66,Very Low
51455,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,Very Low
51456,0.71,Ideal,H,SI2,62.6,56.0,5.65,5.75,3.57,Very Low
51457,0.73,Ideal,G,SI2,61.1,57.0,5.8,5.82,3.55,Very Low
51458,0.71,Ideal,I,SI1,62.2,55.0,5.7,5.75,3.56,Very Low
51459,0.71,Ideal,I,SI1,61.4,56.0,5.73,5.77,3.53,Very Low
51460,0.72,Premium,E,SI2,62.6,59.0,5.74,5.7,3.58,Very Low
51461,0.7,Premium,E,SI2,62.0,60.0,5.72,5.67,3.53,Very Low
51462,0.7,Premium,E,SI2,62.1,57.0,5.68,5.6,3.5,Very Low
51463,1.2,Fair,I,I1,66.7,57.0,6.57,6.05,4.37,Very Low
51464,1.2,Fair,I,I1,65.1,55.0,6.65,6.59,4.31,Very Low
51465,1.2,Fair,G,I1,66.6,57.0,6.57,6.5,4.34,Very Low
51466,0.72,Premium,H,SI1,61.5,59.0,5.71,5.67,3.5,Very Low
51467,0.9,Fair,G,SI2,65.4,57.0,6.01,5.97,3.98,Very Low
51468,0.72,Very Good,E,SI2,63.5,59.0,5.66,5.61,3.58,Very Low
51469,0.72,Premium,E,SI2,62.9,58.0,5.74,5.68,3.59,Very Low
51470,0.7,Ideal,E,SI2,61.0,56.0,5.78,5.72,3.51,Very Low
51471,0.84,Ideal,J,VS2,60.7,56.0,6.17,6.12,3.73,Very Low
51472,0.7,Very Good,H,VS2,62.7,59.0,5.59,5.64,3.52,Very Low
51473,0.73,Very Good,H,SI1,62.6,58.0,5.75,5.76,3.6,Very Low
51474,0.73,Ideal,H,SI1,62.9,58.0,5.72,5.75,3.61,Very Low
51475,0.73,Ideal,G,SI1,61.7,60.0,5.77,5.8,3.57,Very Low
51476,0.78,Premium,I,SI1,60.8,60.0,5.97,5.94,3.62,Very Low
51477,0.47,Ideal,D,VVS1,61.9,54.0,4.98,5.0,3.09,Very Low
51478,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,Very Low
51479,0.54,Ideal,D,VS1,61.3,56.0,5.3,5.27,3.24,Very Low
51480,1.05,Premium,G,I1,61.7,59.0,6.58,6.47,4.02,Very Low
51481,0.78,Good,E,SI2,64.0,57.0,5.84,5.81,3.73,Very Low
51482,0.87,Very Good,J,SI1,63.1,60.0,6.03,5.96,3.78,Very Low
51483,0.74,Ideal,F,SI1,60.4,56.0,5.86,5.83,3.53,Very Low
51484,0.58,Ideal,F,VVS2,62.5,56.0,5.29,5.34,3.32,Very Low
51485,0.58,Ideal,F,VVS2,61.9,56.0,5.35,5.38,3.32,Very Low
51486,0.55,Ideal,F,VVS1,61.9,55.0,5.27,5.3,3.27,Very Low
51487,0.7,Premium,G,VS2,63.0,57.0,5.67,5.6,3.55,Very Low
51488,0.7,Ideal,F,VS1,62.2,55.0,5.72,5.69,3.55,Very Low
51489,0.71,Ideal,F,SI1,62.9,57.0,5.71,5.65,3.57,Very Low
51490,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,Very Low
51491,0.71,Premium,F,SI1,63.0,59.0,5.69,5.62,3.56,Very Low
51492,0.71,Premium,F,SI1,61.6,60.0,5.79,5.73,3.55,Very Low
51493,0.71,Premium,F,SI1,62.7,58.0,5.74,5.68,3.58,Very Low
51494,0.71,Premium,F,SI1,61.6,57.0,5.73,5.7,3.52,Very Low
51495,0.7,Good,F,VS1,64.0,57.0,5.62,5.54,3.57,Very Low
51496,0.7,Fair,F,VS1,64.5,57.0,5.65,5.58,3.62,Very Low
51497,0.7,Fair,F,VS1,67.8,60.0,5.5,5.39,3.69,Very Low
51498,0.7,Fair,F,VS1,65.8,59.0,5.58,5.48,3.64,Very Low
51499,0.71,Very Good,G,VS2,64.5,57.0,5.56,5.6,3.6,Very Low
51500,0.7,Very Good,F,SI1,62.4,58.0,5.64,5.7,3.54,Very Low
51501,0.77,Ideal,I,SI1,61.7,56.0,5.89,5.91,3.64,Very Low
51502,0.7,Ideal,F,SI1,62.3,56.0,5.65,5.68,3.53,Very Low
51503,0.7,Good,D,SI2,59.2,60.0,5.75,5.78,3.41,Very Low
51504,0.72,Ideal,G,VS2,61.7,57.0,5.77,5.8,3.57,Very Low
51505,0.75,Very Good,E,SI2,60.9,59.0,5.83,5.9,3.57,Very Low
51506,0.72,Ideal,G,VS2,62.0,56.0,5.75,5.79,3.58,Very Low
51507,1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,Very Low
51508,0.75,Ideal,I,SI1,61.5,58.0,5.82,5.86,3.59,Very Low
51509,0.55,Ideal,G,IF,61.1,57.0,5.26,5.31,3.23,Very Low
51510,0.74,Premium,F,SI2,59.2,60.0,5.96,5.9,3.51,Very Low
51511,0.7,Ideal,H,SI1,61.4,57.0,5.73,5.7,3.51,Very Low
51512,0.7,Premium,H,SI1,61.1,58.0,5.73,5.69,3.49,Very Low
51513,0.71,Very Good,I,VS2,61.1,60.0,5.72,5.77,3.51,Very Low
51514,0.7,Fair,G,VS1,56.2,65.0,5.93,5.88,3.32,Very Low
51515,0.7,Ideal,D,SI2,61.6,56.0,5.73,5.69,3.52,Very Low
51516,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,Very Low
51517,0.7,Fair,G,VS1,65.6,60.0,5.57,5.5,3.63,Very Low
51518,0.72,Premium,E,SI1,62.1,58.0,5.72,5.69,3.54,Very Low
51519,0.72,Ideal,G,SI1,63.0,56.0,5.71,5.68,3.59,Very Low
51520,0.72,Very Good,G,SI1,63.1,57.0,5.71,5.67,3.59,Very Low
51521,0.72,Ideal,F,SI1,60.9,53.0,5.83,5.79,3.54,Very Low
51522,0.6,Ideal,D,VS2,62.2,53.0,5.43,5.44,3.38,Very Low
51523,0.72,Premium,F,SI1,62.0,60.0,5.77,5.74,3.57,Very Low
51524,0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,Very Low
51525,0.72,Very Good,I,VVS2,62.7,54.0,5.74,5.8,3.62,Very Low
51526,0.7,Premium,E,SI1,61.3,58.0,5.71,5.84,3.54,Very Low
51527,0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,Very Low
51528,0.7,Very Good,E,SI1,62.9,56.0,5.57,5.65,3.53,Very Low
51529,0.83,Ideal,F,SI2,59.5,57.0,6.13,6.1,3.64,Very Low
51530,0.78,Ideal,F,SI2,60.6,55.0,6.0,5.99,3.63,Very Low
51531,0.71,Premium,I,VVS2,61.4,56.0,5.79,5.75,3.54,Very Low
